"","user_id","book_id","review_id","rating","review_text","date_added","date_updated","read_at","started_at","n_votes","n_comments","has_spoiler"
"662130","d25814c61edc0220cdf78d9aeafd70f5",11387515,"174092821686980f26f977190e6cf08a",5,"So so good! Auggie is awesome.","Sun Nov 24 05:45:38 -0800 2013","Thu Nov 28 22:49:55 -0800 2013","","",0,0,""
"662345","80ff5163e9810625cea7cf2350a95e0f",11387515,"6d0be9b58e3fbaabd989149087f840d8",4,"I kept seeing this book on the Scholastic book orders that I was sending home with the kids, so I decided to read it. I was especially drawn to the fact that this is about a boy who has a facial deformity and how the kids react to him. I was hooked with that since I was thinking, ""How could I use this in the classroom?"" 
 I cried and laughed with this book and I couldn't put it down. The chapters are short, which lends itself to a good read-aloud book. I liked how the story is told from several characters' perspectives about Auggie, the protagonist. That made it more of a dynamic story for me. After watching the Bully movie, and since we have instituted a bullying prevention program at school, I was hyper-aware of bullying at this point. This book gives an implicit view of it with someone who has a physical deformity. I lost it at the line, ""Mommy, why am I so ugly?"" I really felt for him then and through the rest of the book. Good story arc which kept a good pace. Just a good reminder of how prejudice and cruel the human race can be, but there are people out there who have the compassion of Mother Teresa, and they are in the kids we teach. Adults should read this, even if it is for that moral of the story.","Thu Mar 28 14:29:47 -0700 2013","Sun Aug 14 21:04:57 -0700 2016","Sun Mar 31 00:00:00 -0700 2013","Thu Mar 28 00:00:00 -0700 2013",0,0,""
"662374","6cbfee0ca526f0b53e89b9d641c07d0e",11387515,"74b6f932845849eb5582f49aa96aac80",3,"August (Auggie) Pullman has always been homeschooled due to a birth defect which left him with a disfigured face. When he opts to attend school for his fifth grade year, he is worried about being tormented by his peers. While much of the expected bullying occurs, his middle school experience proves to be much richer - and more pleasant - than Auggie ever imagined. 
 This heartwarming novel is divided into sections narrated by August himself, his older sister, Via, some of his sister's friends, and some of his own classmates. In straightforward prose, the characters explain how they see Auggie, and how Auggie experiences the world. References to Star Wars, Diary of a Wimpy Kid, and Justin Bieber place the story squarely in the present day and contribute to an overall feeling that August is just like other ten-year-old boys in all the ways that count. The emotions experienced by each character, and their ways of expressing them are very real, and every major character is sympathetic, even some of the ones who treat Auggie poorly. 
 For much of the story, the author succeeds in conveying an important message without a hint of preachiness, but sadly, she ruins this effect in the final chapters by singling Auggie out as special just because of his condition. While most of the book captures the fifth grade experience perfectly, and will appeal to kids who see themselves in the characters, this over-the-top Hallmark movie ending is too saccharine to feel believable to anyone except adults with an overly romanticized view of childhood and a mistaken belief that bullies are softened by kindness. 
 Based on all the hype surrounding it, I was surprised when Wonder didn't win the Newbery in 2013. Now that I've read it, I can still understand its popularity, but its flaws are also glaringly apparent, and I couldn't manage to award it more than three stars.","Wed Jan 29 10:20:35 -0800 2014","Sun Dec 18 22:27:33 -0800 2016","Wed Jan 29 00:00:00 -0800 2014","",0,0,"False"
"664147","5a9d4f456761f3d21a14b7736ae873f2",11387515,"4c4a78aff4acf8d1eed5ac096cad1307",5,"This one is going to stay with me for a long time! 
 A book full of positivity.","Thu Aug 31 00:48:18 -0700 2017","Thu Aug 31 11:25:25 -0700 2017","Fri Sep 01 00:00:00 -0700 2017","Thu Aug 31 00:00:00 -0700 2017",1,2,""
"664322","7cd0a908eaef37719fc6acdbdfb16377",11387515,"7f046c623d5fdfc691d299b0c57ab5e3",5,"Phenomenal. A must-read for children ages 10 - 14 and it couldn't hurt for most grown-ups to read it, as well. Beautiful story of kindness and empathy.","Fri Oct 19 10:07:42 -0700 2012","Mon Aug 07 18:24:59 -0700 2017","Mon May 19 00:00:00 -0700 2014","Tue May 13 00:00:00 -0700 2014",0,0,""
"664337","bf3b536e1b8e8277a85e4b3c8b8728a3",11387515,"4d4dd816b017ff2a2f7995d72c3cec48",5,"I recommend this book to all people who have been touched by someone ""extraordinary"" during life. To be able to live and experience the world from their point of view is a really fascinating and exciting journey. 
 I also recommend this book to all people who have a good heart and who understand that it is far better to accept that judge and isolate (even when it's someone very very ""unusual"") 
 I cried a lot with this book. It was a good cry. 
 Basically the book revolves around Auggie, who was born with a facial deformity and for the first time in his life is entering a college in which he will engage with other children (away from the protective cradle of the family). 
 Observe the world changing and people changing because of the pure acts of Auggie gave a little hope that humanity is not thaaat bad (maybe 70% bad and 30% good). 
 The best part, in my opinion, was the chapter that shows the point of view of Auggie's (super protective) older sister. Needless to say how much I identified with this characters. [Older sisters ruless /o/] 
 Beautiful book. Beautiful message. Loved.","Sun Aug 10 18:12:55 -0700 2014","Sun Aug 10 18:23:27 -0700 2014","Sun Aug 10 00:00:00 -0700 2014","",0,0,"False"
"664467","60af415e0c2c617e9f34ad6e7841dc58",11387515,"9664277bbae33659746d7c499b0d9105",5,"HERMOSO ME DEJO MUCHA FELICIDAD CUANDO TERMINE DE LEER, HACIA MUCHO NO LLORABA ASI POR UN LIBRO TE HACE PENSAR SOBRE LA VIDA, SOBRE QUIEN ES UNO Y EN SER MAS AMABLE CON LOS DEMAS. ME GUSTO PODER SABER QUE PENSABAN O SENTIAN LOS DEMAS QUE RODEABAN AUGUST, AME CADA HOJA !!","Thu Sep 26 21:00:57 -0700 2013","Thu Oct 17 08:00:59 -0700 2013","Thu Oct 17 08:00:59 -0700 2013","Fri Sep 27 00:00:00 -0700 2013",1,0,""
"664711","ae3b2bf4c3626f40e4906057bfb3c437",11387515,"1f0a463efaa8203ba51cd21ff87b6f66",3,"A page-turner with a heart of gold and fun storytelling device of getting the new twist on the same-ish story from a diverse crowd of kids. Also, I want to go to Beecher Prep.","Sun Nov 03 16:25:45 -0800 2013","Sun Nov 03 16:28:33 -0800 2013","Sun Nov 03 00:00:00 -0700 2013","",0,0,""
"665101","6c68e1b2c7728dfcdbe317192cdb6e72",11387515,"6829edbe90d4ff415a54948da9869d58",5,"I've been hearing amazing things about this book and it does not disappoint. It's heartbreaking and heartwarming and it's so beautiful! I cried at least a few times, and will keep thinking about this for a long time. Whatever you are reading, put it down and read this right away!","Tue Apr 10 17:08:30 -0700 2012","Fri Apr 27 06:41:12 -0700 2012","Fri Apr 27 06:41:12 -0700 2012","Thu Apr 26 00:00:00 -0700 2012",1,0,""
"665579","88a7d95ec025af1d4f7c4726b43598b0",11387515,"bacffb6d43249294e6a64806bb4220fd",3,"""Isn't that the kind of question we should be asking ourselves all the time? What kind of person am I?""","Sun Jun 19 19:20:46 -0700 2016","Thu Mar 02 22:44:34 -0800 2017","Fri Mar 03 22:44:34 -0800 2017","Thu Mar 02 00:00:00 -0800 2017",0,0,""
"665916","e80863458c0f113f93bed471ce63e717",11387515,"9f1febc8c152af817a099c448db8113c",5,"If you want to have your heart ripped out and thrust back in with this emotional doozy of a story, this one's for you. 
 Wonder is a story about Auggie, a boy born with a facial deformity, and his struggle to find a place to fit in as he attends a mainstream school for the first time in fifth grade. The point of view switches between various children, from Via, his sister, to Jack, a fellow classmate in his fifth grade class. And it is these perspectives that you gain a deeper understanding of not only the kindness that everyone possesses, but also the cruelty that we are all capable of. There were some situations in this story that just rang so true, and any reader will find someone that they will be able to connect with. 
 Overall, it's a uplifting story about just being yourself, owning up to your mistakes, and learning that it's important to be kinder than is necessary. This is a wonderful book that every child and adult should read.","Thu Aug 17 21:12:45 -0700 2017","Mon Aug 21 17:49:33 -0700 2017","Mon Aug 21 17:45:15 -0700 2017","Thu Aug 17 21:12:45 -0700 2017",0,0,"False"
"666368","61d81e1e2f0a5a34960dd0b3eb170aa9",11387515,"57f13be76875519a833faaaf29f1dde4",5,"August Pullman, aka ""Auggie,"" was born with severe facial deformities, but otherwise he was a normal young man. He had loving parents and sister, and a wonderful dog named Daisy. Due to numerous surgeries, August had been home schooled. But, that was all going to change as he enters 5th grade! 
 Auggie can't understand why his parents are ""making"" him go to Beecher Prep. Why did he have to be around people all the time? People who would stare, make faces, make ugly comments. But, Auggie was likeable and did make some friends, the best of whom were Summer and Jack Will. But then, there were those others! Come along and learn about 5th grade with Auggie. Meet his Director, Mr. Pullman; his teacher, Mr. Brown, who teaches them Precepts during English; his parents, his sister ""Via,"" and the other students in the school. This is a story that will touch even the toughest heart! 
 ""You can't blend in when you were born to stand out."" This is one of my favorite lines in the book. I agree with so many others that this should be required reading in middle school, and even for older students/parents. Kindness, courage, friendship, just some of the themes of this book. This book made me laugh, cry, feel anger, and feel joy. You will even see that those you think are dysfunctional really aren't, and vice versa. I highly recommend it to everyone!","Mon Aug 28 06:23:10 -0700 2017","Mon Aug 28 12:48:13 -0700 2017","Mon Aug 28 12:48:13 -0700 2017","Wed Aug 23 00:00:00 -0700 2017",0,0,""
"667228","45d4bb5e91dabb7e934a253921e51a2d",11387515,"4f1f4126276489f1e5c33052f1bba121",5,"A WONDERful book! This is beautifully written from different characters perspectives. The story is set in NYC around ten year old August Pullman. He was born with many facial abnormalities. He is a normal kid in every other aspect of his life, except how his face looks. Because of this, he has been homeschooled. For 5th grade his parents think it might be better to start going to school. This book is about his 5th grade year at his new school. Palacio did a beautiful job with her first book. It certainly makes you appreciate how lucky you are! Newbery contender?","Tue May 29 06:50:58 -0700 2012","Tue May 29 06:54:20 -0700 2012","Mon May 28 00:00:00 -0700 2012","",0,0,""
"668188","15cd18d67f3b7a9af85532e2b0dc664a",11387515,"2d588d9eae8ffbfdb79c1658cd2a4fe2",5,"Read it cover to cover in one sitting (it is quite a quick read). I just couldn't put the book down; I was completely sucked into Auggie's world. I think it would be a great book to bring to the classroom. It brought me to tears multiple times, both for heartbreaking moments and uplifting ones.","Fri Aug 09 03:00:41 -0700 2013","Mon Aug 12 20:41:23 -0700 2013","Thu Aug 01 00:00:00 -0700 2013","",0,0,""
"668396","ebea2b5e761802ed70c0695d810b39b1",11387515,"678685b11da7f96e321914746f189b74",5,"Takove krasne cteni, pri kterem si uvedomite, co prava laska je. :)","Mon Nov 25 23:34:13 -0800 2013","Sat Nov 30 06:36:57 -0800 2013","Sat Nov 30 06:36:57 -0800 2013","Mon Nov 25 00:00:00 -0800 2013",0,0,""
"668831","271cc1c5e6528dcebd7e29948b81d636",11387515,"dfdb4accc3a90d53af4bd52df64ac031",5,"I can't say enough about this book. The middle grade voice is spot on and you can't help but love this kid and root for him. I love how well the author tells his story from different perspectives. Anyone who grew up with a special needs sibling will wish that we could have put our family situation into words as beautifully as the sister in this story does. I would recommend this wonderful book to anyone of any age. It's one of the best I've read.","Sun Oct 16 16:43:37 -0700 2016","Sun Oct 16 16:45:57 -0700 2016","","",0,0,""
"671726","eb46a3bc1cb6a60de4d45db387ca7ea0",11387515,"2fe6af8f07a77c3d568ede99f7345850",5,"Wonder, the story of a boy with a severe facial deformities, tells of his journey into Middle School after having been homeschooled for years. The book made me laugh and cry and I did like the admonition to ""Be Kind"". Being kind doesn't mean always flattering or lying to make someone feel better. Being kind means treating others respectfully, honestly and with empathy.","Sun Feb 02 10:36:53 -0800 2014","Wed Apr 09 15:41:56 -0700 2014","Sun Feb 02 00:00:00 -0800 2014","",0,0,""
"671841","acd5c9741f2f3f18707f4c4a49b452bf",11387515,"c8bd1eaba01080ee36811b107d06877a",4,"This book was highly recommended to me by the eleven year old across the street whose teacher had read it aloud to his class. I can see why it would appeal to kids in his age group. It is a story told from many (young) points of view that manages to teach a number of moral lessons without preaching. As an adult I found it to be a bit candy-coated - I only wish it could have gone as well for Auggie - but that small complaint would not stop me from recommending this book to anyone of any age. If its message of love and acceptance gets through to one in ten people who read it, that can only be a good thing. Thanks for another great recommendation Michael!","Mon Aug 12 12:53:46 -0700 2013","Wed Oct 02 04:57:13 -0700 2013","Wed Oct 02 04:57:13 -0700 2013","Tue Sep 24 00:00:00 -0700 2013",0,0,"False"
"672860","b754082075a97cb5ac4028c77a517bec",11387515,"0dae28e326b5c3e820aa244a8687983d",5,"Read this with my with 8 year old. Some of it was above his level of understanding (about the life of middle schoolers) but the story was endearing. I'm of the opinion that every child should read this at some point in their middle childhood. Seeing someone imperfect from their point of view breeds sympathy and understanding that one can only get by living it or reading about it. I think it changed my child for the better. Maybe even me too.","Wed Apr 30 07:45:12 -0700 2014","Tue Aug 15 18:42:42 -0700 2017","","",0,0,""
"673557","2373f187ee622eba2da360e5ab29036b",11387515,"e93294e18b1b8b7868831017e64b815c",5,"Much has been written about the character of Auggie and I love him, but I also love all of the supporting characters, especially Olivia, Jack Will, and Summer. 
 WONDER is the kind of book that makes you want to be a better person. I plan to keep a copy on my shelf to remind me that, ""When given the choice between being right or being kind, choose kind."" 
 The ending made me cry, but it wasn't a sad cry. It was a life-affirming cry about all that's right with the world in spite of the things that are wrong. 
 It's almost a shame to classify this book as Middle Grade because then many people won't read it. I think it's a book for everyone. In many ways it reminds me of Cynthia Lord's RULES.","Sun Apr 21 05:41:41 -0700 2013","Sun Apr 21 05:59:12 -0700 2013","","",1,0,""
"673856","c28e6a8274a4a525975ba6973da9e531",11387515,"70ee1dcfe613eb0ab5aece817bd70c41",5,"I really enjoyed this book! I would give it a 4.5. Such a sweet and heartfelt read. Even though the topic was a difficult one, the author manages to show you a glimpse into the world that is August and those that surround him. A great read for all ages and one that I would recommend to many, especially kids. Keeps you thinking, long after you have finished.","Tue Jan 14 08:24:38 -0800 2014","Thu Jan 23 08:15:26 -0800 2014","Wed Jan 22 00:00:00 -0800 2014","Tue Jan 14 00:00:00 -0800 2014",0,0,""
"674695","6df83937d017e92a57c9998f7674b9e5",11387515,"2be2954bac0db0b24ed94a93b46cf8d9",5,"""When given the choice between being right or being kind, choose kind."" 
 Auggie Pullman is a boy with a cranial anomaly, meaning his face is genetically deformed thanks to a 1:4,000,000 chance of chromosomes matching up. Previously home-schooled, it is now time for Auggie to enter the fifth grade in a normal school, with all of the middle school drama that comes with it. Well, even more so for Auggie. A tale of friendship and kindness overcoming ignorance and bullying, this is a great book for everyone to read. 
 I had heard so much about this novel before picking it up in the store. I even heard RJ Palancio speak at a conference about writing the book and her inspiration for it. Now that I have actually bought it, I can tell you it certainly lives up to the hype. I thought I knew what to expect from a book about middle school kids picking on a new kid who was different, but the style of writing made it a million times better than what I was expecting. Not only do you get Auggie's story, but you also get the points of view from other family members, kids at school, the works (even with some chapters written in emails and text messages thrown in). It is a very cool novel to read. You should get on it. 
 ""There are more good people on this earth than bad people, and the good people watch out for each other.""","Tue Jul 29 14:58:16 -0700 2014","Tue Jun 14 14:54:51 -0700 2016","Fri Sep 26 00:00:00 -0700 2014","Tue Sep 02 00:00:00 -0700 2014",0,0,"False"
"675868","e0b3239643c1aced431b225b24724011",11387515,"de1f99a7e4ef147fc3b60bce295a5450",5,"Now that Auggie is ten, he no longer is going to be homeschooled but will attend a private school in Manhattan as a fifth grader. This situation would give anyone cause to wonder how he would survive but this experience would be even more compounded if you had extreme facial abnormalities to deal with like Auggie. We learn how six other people and Auggie are affected as he tries to be a normal kid.","Thu Jun 21 19:37:24 -0700 2012","Thu Jun 21 19:52:16 -0700 2012","Tue May 01 00:00:00 -0700 2012","",1,0,""
"676215","5992ffbc593f61e1a5a760bffcc9f3c4",11387515,"f7ae84cb80679b6b2c829cf4c89cbbc1",4,"I wish I could give this book 4.5 stars - it is written from multiple perspectives about a boy who was born with an extra chromosome that caused several features of his face to be out of place. His mind was not affected, and he watches as others react to seeing him by treating him badly and calling him names. It is heartwarming and heartwrenching at times - well written and great for children to step into another's shoes and build empathy. 
 There were moments when I felt that the plot didn't follow a believable path, but overall it is a great book.","Tue Nov 26 14:38:37 -0800 2013","Tue Jan 24 12:24:38 -0800 2017","Mon Jan 23 00:00:00 -0800 2017","",0,0,""
"676302","08d6ca6bc2e31054c0cd1af09fab25e6",11387515,"1b243282bb0de3294058cfbaaf3001cc",5,"This book was WONDERful!! Every kid, teen, adult, teacher and jerk should read this book. God made us all different for a reason~ what a boring life if we were all the same. 
 Since my babies (who are 19 & 17) could talk, I would ask them, ""What matters most?"" And their response was instantaneous, ""Only kindness, Momma."" It were serve our world to share kindness and then a little more ~ 
 Kindness is love...and everyone can use more!!!","Tue Feb 17 17:48:57 -0800 2015","Thu May 21 19:21:59 -0700 2015","Thu May 21 00:00:00 -0700 2015","Tue May 19 00:00:00 -0700 2015",0,0,""
"676606","1091b4729958b136e7173dd87ffd3fd6",11387515,"734ad1669d74ada12e8dc759d50dea70",4,"Real. Simple. Wonder, o La leccion de August es el libro ideal para una tarde de sabado. Un libro que termina sacandote una sonrisa -de las sinceras y verdaderas- y que conservas en algun lugar tuyo para siempre. 
 Aunque no por eso deja de ser un libro fuerte, que es posible que te haga, por lo menos, hacer caer una lagrima, si dejas que te afecte lo suficiente. 
 Lo mas interesante del libro, en mi opinion, son las diferentes versiones de cada historia que existen; como de cada situacion siempre hay mas versiones, dependiendo de los ojos desde los que lo mires. 
 Lo unico que me resulto desconcertante fue la parte narrada por el novio de Olivia, que esta todo en minuscula, sin dialogos y en presente. Si alguien sabe el motivo de esto, me gustaria escucharlo.","Sun May 11 21:53:28 -0700 2014","Fri Jan 22 13:36:19 -0800 2016","Tue May 13 00:00:00 -0700 2014","Mon May 12 00:00:00 -0700 2014",0,0,""
"677224","c184262f89a02aa9e351e784821d326f",11387515,"c93affe5f3f5c74320a68287838751a2",4,"This book was a quick and easy read, but definitely a good one. 
 It had me tearing up at spots. 
 I personally didn't mind the different POVs. Some people do but they're fine really. 
 I think that it definitely has a lesson that a lot of people could learn. Choose to be kinder","Sat Oct 04 15:54:43 -0700 2014","Wed Oct 28 16:40:07 -0700 2015","","",0,0,"False"
"678857","3cac61427f49d4319b5048e381ddf4a4",11387515,"c42a24c68e824d68a1952a8791d84e06",5,"I really enjoyed this book, not because it was action packed, but because it helped me to make a realization about myself. 
 Auggie is ugly, ""deformed"", but if you really get to KNOW him, he is beautiful, in ""every single way"", and the blending of the perspective of other characters (have seen this technique used many, many times) was important. 
 When you look at Justin's life, or Miranda's life from their own perspective, and don't limit Justin's life to Via's perspective, or limit Miranda's life to Via's perspective, you see Auggie in a brand new light, a brand new perspective. 
 And the thing is, you can't really see yourself, and I can't really see myself as dynamically as you & I can see Auggie after this book because we don't necessarily have the perspective of all the people around us about us, even if we know them, are in relationship with them. We are, and they are too complicated. 
 And that is hard because we don't have an accurate viewpoint of ourselves, not as accurate as the reader has of Auggie after the book is over. 
 Because we were able to see Auggie from Via's perspective, and from Justin's perspective, and Jack's perspective, and Summer's perspective ... and we see bravery and cowardice in Jack's character & Summer's character. 
 I really enjoyed this book, and I will recommend it to kids who ask me what to read. 
 It has the capability of making them think about themselves, their lives, and making the choice to be a better person, for themselves, & for nobody else. (but for others if they so choose).","Sat Jun 01 05:26:24 -0700 2013","Sat Jun 01 05:35:03 -0700 2013","Fri May 31 00:00:00 -0700 2013","",0,0,""
"679765","d0be1f754833c45563bdc477da3df7ef",11387515,"cd33987765dbfeeaec879d83cccc92f8",5,"Wonderful. A good read.","Mon Sep 16 12:19:19 -0700 2013","Sun Oct 13 00:45:19 -0700 2013","Sun Oct 13 00:45:19 -0700 2013","Sat Oct 12 00:00:00 -0700 2013",0,0,""
"680053","e39636ac4a0b6c48f104c8f442303d64",11387515,"9f11233f90d603ba41f8194d4e2f81ca",2,"I confess I couldn't even finish the book (yeah, yeah, I know, how can I rate it then). I didn't finish it because I was just plain bored. None of the characters interested me, and I just could not get into the story. Ah well.","Mon Dec 24 10:18:41 -0800 2012","Mon Dec 24 10:20:10 -0800 2012","","",1,0,""
"680303","e12f927711d3179a9100641dbe7a8ee7",11387515,"e9ebebec4cf8089befcfaa984afcad2a",4,"Ok I admit it is a bit naive and sometimes too sugary but its so charming, warm and life affirming that I couldn't be my cautious sarcastic self and not to be moved. One of the books you finish with a light heart and a smile, and maybe a few tears in the eyes while knowing its not like you just witnessed future Pulitzer winner.","Tue Aug 20 03:56:10 -0700 2013","Sun Aug 30 04:53:48 -0700 2015","Tue Jan 01 00:00:00 -0800 2013","",2,0,"False"
"680347","34abc3b25bf3b56cad35ba0f4b0ed334",11387515,"a807e3a4229a038ee10ebc1d82a88958",5,"This is one of the most uplifting books I've ever read although the beginning is somewhat heartbreaking. Hopefully it will teach kids to be kind to one another, it definitely reminds me a little bit of phantom of the opera except the phantomish character August shows his face publicly and is eventually accepted by his peers despite his differences!","Mon Dec 09 15:56:38 -0800 2013","Thu Dec 12 14:01:46 -0800 2013","Thu Dec 12 14:01:46 -0800 2013","Mon Dec 09 00:00:00 -0800 2013",0,0,""
"681678","fe13690431b7752013b4e2b304b42aba",11387515,"42ad142d3697bc5afcd628d5855d2759",5,"This is a must read! Great lesson on empathy and the different perspectives of this affected by being or being around someone who is ""different"".","Mon Dec 03 15:35:52 -0800 2012","Sun Apr 13 21:24:28 -0700 2014","Sun Apr 13 21:22:27 -0700 2014","Mon Dec 03 00:00:00 -0800 2012",0,0,""
"682128","bd4d76cfe244aa1b1060ee6eeb9d554e",11387515,"b586821cbc65c4312532f01dc1e0ea75",5,"This book has so many themes: tolerance, bullying, friendship, family, and coming-of-age to name a few. The characters in this heart-warming tale are crafted with sensitivity. Highly recommended for everyone!","Mon Aug 20 09:54:59 -0700 2012","Sun Aug 26 14:00:14 -0700 2012","Sun Aug 26 14:00:14 -0700 2012","Mon Aug 20 00:00:00 -0700 2012",0,0,""
"682838","e867288efaacfb887706751491df4546",11387515,"b1cf3d26a7d4e72e00e225fec1231aa5",3,"Beautiful reminder of this book which I found on the internet. I just had to share it. 
 Wonder 
 was undoubtedly a memorably read. Between the narrative and the narrative structure and the book's message, it could very well have been phenomenal for me. But it wasn't. It felt to me like a great piece of art with lots of nice parts that didn't fit together enough to merge into one great piece of absolute beauty. Well, something like this. I love that the narrative bounced between characters, allowing us to see what it was like, not just for Auggie, but for all the people affected by Auggie's facial abnormality - even though I appreciated some narratives more than others. It was important to read about the perspectives of some of the people directly and indirectly influenced by him. I definitely loved the themes that inspire one to exercise simple human virtues like patience and kindness. The contrast made between middle school and high school life as Auggie and his sister, Via, try to fit in their respective schools was also something of notability. It's clear that abnormality or not, it's tough trying to fit in and belong in both worlds. School - High, low or middle - can feel like a religion or culture. Or worse, both. 
 I relive moments from this book and it makes me really appreciate the importance of true beauty and human goodness and those who are strong enough to attain it. True beauty is earned, we have to fight everyday to be beautiful inside and I cringe at how easy it is to be the opposite - ugly and cruel. That's one of the finest morals of this story. 
 My biggest problem with the story was the ending was too glassy, too blindly bright and shiny. Too squeaky clean - and dare I say it turned plastic. But(and this is a humongous BUT) like I said, I believe the true beauty of the story lies in the boy behind it - again even if some characters would have been more reader friendly if they had been a little more developed and more interesting in their narratives. All in all, this was a fairly good read. To read Fabian's review, please click here","Sun Jun 12 10:40:04 -0700 2016","Thu Jun 23 13:36:51 -0700 2016","Fri Jun 17 00:00:00 -0700 2016","Fri Jun 17 00:00:00 -0700 2016",41,32,"False"
"682900","4ba916894e30b28cca4821f89a717641",11387515,"6381bd18303bd83fd2e95bfdee75640c",5,"I put off reading this book for a long time, figuring it for a tearjerker. Luckily, I was wrong--it not only did not make me cry, it made me laugh a lot! It also made me think, a great deal, about what some kids go through under the surface; their difficulties are not always this apparent.","Mon May 14 07:51:45 -0700 2012","Mon Apr 25 11:25:05 -0700 2016","Sun Jul 14 00:00:00 -0700 2013","",0,0,""
"683265","31a2f7bd34d4551b3a3945e2cc034169",11387515,"5a33e9e557d7db73725856371c18928b",4,"This book was recommended to me by my favorite little bookshop (again!) A very nice story of middle school friendships and the meaning and importance of kindness. Many reviews that I saw felt that the book could have been 'grittier' and maybe they're right, but I still found myself shedding a tear at the end and joining in on the standing ovation.","Fri May 25 19:42:36 -0700 2012","Wed Apr 26 06:02:15 -0700 2017","Fri May 25 00:00:00 -0700 2012","",0,0,"False"
"683623","e35ae493ad81175e720a6d44923ce80d",11387515,"7140971f4bec9c0fae6c22364e3f7ef1",5,"I loved this book. It was so real. I laughed, I cried, I fell in love with this Auggie's story. Reminded me a little of Spinelli's ""Star GIrl"".","Sun Feb 19 19:55:01 -0800 2012","Sat Mar 10 20:21:25 -0800 2012","Sat Mar 10 20:21:25 -0800 2012","",1,1,""
"683951","bbc69d22a900d69724abd317a4aaadfa",11387515,"d14c0a193f7dd55dba9a084321217968",5,"This book is probably for middle-school age, but I loved it. The main character has a horrible facial deformity, and you learn how different kids react to it. Most are cruel, but some are kind. It is told from several points of view. I really liked it.","Fri Nov 15 06:58:37 -0800 2013","Fri Nov 15 06:59:48 -0800 2013","Thu Nov 01 00:00:00 -0700 2012","",0,0,""
"684094","47555d2e3a8bf5c4125498e0a0e8db55",11387515,"ab0754aefb10a7304f1c59091ddcfcce",5,"The cosmos has not been kind to August Pullman. That is what his sister's friend says, but Auggie is a brave, funny, & normal fifth grader....who just happens to be a medical wonder. Of course everyone who sees him is horrified by the face he was born with. This story tells how he and his new classmates grow to appreciate who Auggie really is.","Fri Feb 13 09:09:22 -0800 2015","Wed Sep 23 09:14:00 -0700 2015","Wed Sep 23 09:14:00 -0700 2015","Tue Sep 22 00:00:00 -0700 2015",0,0,""
"684374","9ff7a6d09a45af41b170370735a36dcc",11387515,"b21009a889cb9376d0afdd21190139ed",4,"Really good I actually had read this a really long time ago and accidentally got rid of it on my account so sadly i dont really remember it","Thu May 08 10:06:43 -0700 2014","Thu May 08 10:08:38 -0700 2014","Fri Jun 07 00:00:00 -0700 2013","",0,0,""
"684456","8af78df5152ead9c711da73367d15c1e",11387515,"365cf65be9fb620e2820fc422cd60238",4,"I've been reading this book out loud to Christopher for about the last month or so. It's slow going, but he's pretty into it (although he struggled with Via's section). We're almost half way through the book. We borrowed the book from a friend after Christopher was reading a little at her house. I read this book back in 2014 and loved it. We're both excited for the movie coming out this fall, so we're pushing through. I don't remember much of the details of this book, so it's to be re-reading it. 
 http://www.momsradius.com/2017/05/juv...","Wed Feb 26 08:01:15 -0800 2014","Tue Jun 27 08:15:32 -0700 2017","Tue Jun 06 00:00:00 -0700 2017","Thu Mar 23 00:00:00 -0700 2017",1,1,""
"684947","f99ce473716cb1c9bcd8168f133878dd",11387515,"a6099f944ff2fb41a4ab844d5c7c8120",4,"Heartbreaking in the best way!","Thu Feb 05 20:22:17 -0800 2015","Fri May 08 18:43:23 -0700 2015","","",0,0,""
"685014","a8edf865308b31a00eba297b8efe9a0a",11387515,"332da627fd56c613aaf070db159645a9",4,"This promising story failed to deliver what I felt it could have, dealing, as it was, with a hard-hitting and edgy subject. August, a severely deformed student (in a society that so worships beauty) enters school for the first time, and faces some of the reactions one might expect under these circumstances. 
 The problems I had with the story were: 
 - The story is told by August, his sister Via, his friend Jack, and Via's boyfriend Justin, yet the characters' voices were all very similar. 
 - The characters were largely one-dimensional and this detracted from the emotional impact that more realistic portrayals could have achieved. 
 - August's parents were practically saints. 
 - The dialogue often did not ring true. 
 - Some happenings were too bizarre to be believable. For example, the school principal sends an email to parents of a child who has been assaulted, and in this message he launches into character praise of the responsible child. 
 - The ending tied everything up far too neatly. 
 The biggest problem I had with the story structure was the way conflicts were almost glossed over. There was far too little shown of what August (and even Jack) went through during periods of adversity and shunning. This was a significant missed opportunity. 
 In my opinion, a story that is meant to offer an honest depiction of life as a deformed child owes more to the reader than pat resolutions on all fronts, with the lone remaining bad guy neatly removed, and everyone else living happily ever after. 
 Despite all of that, I did enjoy much about ""Wonder"" and was entertained enough to read through to the end. Younger readers will undoubtedly find far less to fault in this story, and may well benefit from seeing the world through the experiences of someone like August. If it can help make young readers into kinder, more thoughtful people, then all of this book's shortcomings can be easily forgiven.","Thu Aug 02 06:59:58 -0700 2012","Sat Mar 29 08:21:05 -0700 2014","Thu Aug 02 08:03:58 -0700 2012","",0,0,""
