"","user_id","book_id","review_id","rating","review_text","date_added","date_updated","read_at","started_at","n_votes","n_comments","has_spoiler"
"233577","6b6a053bd23b9435fae99d60f03f170b",29780253,"0e3abd658e38a3c0bde97c363ed173bd",3,"I listened to the audio version, read with excellence by the author. Would absolutely recommend listening rather than reading. 
 The book focuses on the childhood and adolescence of the author. He seems to have been an interesting kid doing interesting things, and he also describes the family circumstances and the culture of apartheid in which he grew up. As a ""mixed"" kid he was neither black, white nor colored, and observed them all with the closeness that was particularly available to him. The book describes the events of apartheid particularly well. He also describes the structure of domestic violence very well. And of course, the author being a very successful comedian, the book is very funny. Though more funny read by the author. 
 The book has continuity issues which are not bad enough to harm the reading experience, but the editors sure let the author down. I would not expect these kind of continuity issues to exist in a book put out by a professional publishing house.","Thu Jan 12 04:06:43 -0800 2017","Sat Jan 14 16:58:19 -0800 2017","Sat Jan 14 00:00:00 -0800 2017","Thu Jan 12 00:00:00 -0800 2017",1,0,""
"233816","6db8a40d4e48cf45d3373c6302ab5376",29780253,"9ab6fe47fbb4f84a1cc705e8fb3e14b4",5,"very enlightening story of a young man growing up in South Africa during a time of major change. 
 I did not find it particularly funny, just a very good read. 
 the human race are the meanest race in the universe!","Sat Jun 10 04:49:56 -0700 2017","Mon Jun 19 07:07:16 -0700 2017","Mon Jun 19 07:07:16 -0700 2017","Sat Jun 10 04:49:57 -0700 2017",0,0,""
"234717","854bfcf2b6a3b5bfc017f06b25c30d33",29780253,"1c225684f1d84aa6f42d38b72fea72e0",4,"This book is a memoir of Trevor Noah's childhood and young adulthood in South Africa. His story gives you an inside view of growing up during apartheid, in which your very existence is a crime. His black mother chose to procreate with his white father on purpose, knowing that miscegenation was considered a criminal offense, their child would have to live a somewhat hidden life, and never having any idea that apartheid would end. (I believe that his mother is the key to this story. She is so brave, so funny, and so ridiculously stubborn that you can't help but wish you knew her personally.) His memoir is a treatise on the absurdity of race, racism, and the human condition. He talks about the various ways that different races are treated in South Africa, and as a result, how they see themselves, and how they behave toward each other. Along the way, you find out that Trevor was the naughtiest boy, and a somewhat heedless young adult. The book also details the misery of being left out as a child, the challenges of extreme poverty, and the horrors of domestic abuse. The book does not get into his comedy career, so perhaps that will be another book. I loved listening to this as an audiobook, which Trevor Noah narrates. He has a compelling voice, and even does consistent voices for the people in his book, which I found to be adorable. I highly recommend this book.","Mon Jan 09 08:53:18 -0800 2017","Tue Jan 17 12:37:40 -0800 2017","Mon Jan 16 00:00:00 -0800 2017","Mon Jan 09 00:00:00 -0800 2017",1,0,""
"237191","0b6734fc2fa8578e6cf5c440fc51989d",29780253,"7574c138b81a1bf2ddf935ee62cc28d0",5,"*Born a Crime* was a wonderful book. It helped me better understand the people and culture of South Africa, and opened my eyes. Noah's book was funny and tragic, shocking and inspiring. I'm so glad it was recommended to me.","Fri Jan 06 07:07:18 -0800 2017","Fri Jan 27 06:26:05 -0800 2017","Thu Jan 26 00:00:00 -0800 2017","Fri Jan 06 00:00:00 -0800 2017",1,0,""
"237397","d4d2a24826c860c8dde000ed35d66224",29780253,"92d43369061cf2b211ce23e932fd7a06",5,"Loved it! Captivating from the beginning to the end. Sincerely written through the lense of humor to make wrongful life of South Africa to be understandable and readable. Not just a story of a struggling life of a family but educating in so many ways at the same time. Highly recommend to read.","Thu Oct 13 11:44:09 -0700 2016","Sun Jul 30 13:13:11 -0700 2017","Sun Jul 30 13:13:11 -0700 2017","Tue Jul 25 00:00:00 -0700 2017",0,0,""
"238565","928755f9bc237e47ed239acf48b06098",29780253,"3c0e1ea1883fab384769e1587a6ce4f7",5,"My Thoughts 
 Even though Trevor Noah grew up relatively poor in South Africa, it seems that the story of his youth isn't much different from growing up relatively poor in parts of the United States. What makes his youth so decisively different is that he had the strength to go on when it would have been much easier to surrender to his fate than find a better life. I mean can you imagine that when he was born, it was a crime for his black mother to marry his white father? Just his existence was cause for his mother to be unable to walk with him down the street. He didn't fit in with the whites, the blacks or even really the colored people since he was brought up to question authority. 
 Noah talks about his special treatment because of his white father but more importantly, how his mother fought to make him better. A lot of the stories that he tells make you reflect on how being poor and without education can doom a life. All of the stories are told with humor and a part of ""how did I survive"" type awe. I really enjoyed this and had no idea that his life was so full of horror since what he presents on television is completely different than his background. This is definitely a feel good book.","Tue Nov 01 15:33:09 -0700 2016","Mon Nov 14 16:39:51 -0800 2016","Mon Nov 14 00:00:00 -0800 2016","Tue Nov 01 00:00:00 -0700 2016",4,0,""
"240192","e2274080217771ce5e7bdff4a7845025",29780253,"a7c5876c22166f9ff95c7955d2447eec",4,"Really enjoyed this memoir! Highly recommend.","Tue Dec 13 10:38:15 -0800 2016","Thu Dec 29 08:41:42 -0800 2016","Thu Dec 15 00:00:00 -0800 2016","Tue Dec 13 00:00:00 -0800 2016",0,0,""
"241417","a5180a2a54b27c44b89c5d1b4998861d",29780253,"8a868f3bc5f7f1832392532afe1caea7",4,"This book lives up to all the hype. 
 Vividly written, gritty and explosively true. I'll never see Trevor Noah's smile again without wondering what goes on inside him. 
 One of the best autobiographies I've ever written. 
 I wish he would have gone into his current life a little more.","Fri Mar 17 08:22:14 -0700 2017","Thu Mar 23 12:49:25 -0700 2017","Thu Mar 23 12:49:25 -0700 2017","Fri Mar 17 08:22:15 -0700 2017",0,0,""
"244066","c3643d15f33b3889dee5859bfb573563",29780253,"7e3192d6671663e99b391bfaadbae5aa",5,"I think what is amazing about this book is that it's doing so many things simultaneously. 
 - It gives a bare bones history of South Africa. Enough history is provided to give a context to the things that Noah was dealing with in his life. 
 - It explains the complexities of being mixed and never belonging anywhere you go. 
 - It talks about his mother's life and her choices from Noah's point of view as her son. But he goes beyond his own perspective and tries to imagine her point of view as well. I felt he showed his mother so much honor in this book. 
 - It talks about the emotional life of an abused family. For me, these portions were told with such truth and depth. 
 - It talks about the failings of the justice system towards women. ""They were men first, and police second."" This quote chilled me to the bones. 
 - It talks about labor and work that happens in poor communities. And how poor people's labor never leads to wealth. 
 - It talks about the role of faith in his mother's life. 
 That is the mind trip of this book. It's talking race, systematic oppression, apartheid, labor, education, policing, prisons, domestic violence, feminism, masculinity, family, childhood, adolescence, etc. And Noah is able to talk about all these things from the point of view of his lived experience with complete candor. And his writing style is one of those where it sounds so conversational, so casual, -- until you notice how intricately humor is woven with pathos, and how effortlessly historical fact is melded with emotion. His writing style is amazing. (And this book was a page turner. I read it in about three days.) 
 I left this book feeling educated about South Africa and also moved. Moved by Noah's mother-- her courage as a young woman and her consistency and strength as a mother. And also I was moved by Noah as a writer and as a son. I really respect Noah for the beautiful way in which he depicted his mother's life. 
 The only thing I wish was that there had been a trigger warning for domestic violence --I was not aware of that going into the book, and it was quite frightening to read.","Wed Aug 16 06:45:20 -0700 2017","Wed Aug 16 07:31:31 -0700 2017","Wed Aug 16 07:31:31 -0700 2017","",0,0,"False"
"246346","b46dba1f53839b628a4e968884ab6927",29780253,"be865871ff9ee8fa805e8ba7c216b36d",5,"I listened to the audio version and it elevated the book to something wonderful. It was like Trevor was just hanging out telling stories about his life. He had a very hard upbringing but he is able to tell it in a way that doesn't provoke pity. There were some really funny parts, I laughed out loud more than a few times, but overwhelmingly it's a story of the connection between mother and child. I love Trevor even more now.","Wed Feb 22 12:35:16 -0800 2017","Sun Feb 26 09:01:27 -0800 2017","Sat Feb 25 00:00:00 -0800 2017","Wed Feb 22 00:00:00 -0800 2017",0,0,""
"252250","6a40a6e696954220a00ba8734b3d599b",29780253,"a1906350d465f260fbc0a183f806ca89",5,"This book is SO GOOD. So, so good. What an incredibly fascinating and funny insight into growing up in South Africa. It was quick read that perfectly balanced some hard truths with the antics of a young man growing into adulthood. Absolutely phenomenal.","Sun Jan 01 10:45:43 -0800 2017","Fri Jan 06 09:17:25 -0800 2017","Thu Jan 05 00:00:00 -0800 2017","Sun Jan 01 00:00:00 -0800 2017",0,0,"False"
"258906","d1fc1febc8764d57c19642b5b9a69cd6",29780253,"2208cfc666a6abfdcf536db9c2247a3f",5,"If you're an American, you probably know Trevor Noah as the guy who replaced Jon Stewart on The Daily Show. Unless you've already read this book, I'm guessing you don't know about his childhood growing up in South Africa. 
 Trevor was born to a black mother and a white father. In South Africa, a person of mixed race is called colored. Under apartheid, it was illegal for a black person to have sex with a white person. Having a colored child was concrete evidence that this had occurred. Thus, Trevor was ""born a crime."" 
 Born a Crime is not a chronological time line of Noah's childhood. Rather, it's organized of snippets related by themes such as going out in public with his white father, church with his ultra-Christian mother, school life and so-on. 
 I was constantly amazed at the events Noah recounted from his childhood - the extreme poverty, his abusive step-father, life during apartheid. Through all of this, his mother remained a steadfast source of unconditional love and support - the kind of mother who would literally take a bullet for her child. 
 Noah's memoir ends when his childhood ends and young adulthood begins. He briefly mentions that his traveling the world performing as a comedian but only because it was essential to understanding a story about him and his mother. He makes no mention of any details about why he chose comedy, how he got his start, nothing. Don't go into this expecting to get any scoop on his career. But here's the thing: Even if Trevor Noah wasn't famous, his memoir would still be extremely compelling as a glimpse into growing up as a colored person in South Africa. It's a miracle that he turned out to be as successful as he is with everything he went through growing up. I was thinking about him for days after I finished this book. 
 I listened to the audio version of this book which made me feel like I was having a conversation (albeit one sided) with him. I love his accent and the accents he did of all the people in his life. Hearing him speak in his mother's accent was delightful. I also liked knowing the correct pronunciation of all of the unfamiliar African words. 
 Born a Crime is one of the best memoirs I've ever read and I predict it will have a high spot on my best of picks for the year. I highly recommend it to all.","Thu Mar 02 18:18:46 -0800 2017","Mon Mar 13 21:52:02 -0700 2017","Wed Mar 01 00:00:00 -0800 2017","",0,0,""
"261122","29d3eea3948a8571602fc7fabb3f56c4",29780253,"eccade1c0da8f3215dfde34482157a9e",5,"Excellent. It's amazing that he is only like 32 years old. love The Daily Show.","Fri Feb 10 10:32:18 -0800 2017","Fri Feb 17 14:22:37 -0800 2017","Fri Feb 17 14:22:38 -0800 2017","Thu Feb 16 00:00:00 -0800 2017",1,0,""
"264258","27d8fd80e8f9b6ecff9f2f6dce8b1367",29780253,"1470c2b1d06679e173acff4e3b3b019f",4,"I was honestly surprised by how much I loved this book. As a big Daily Show fan who fell off when Trevor Noah took over, I wasn't sure if his humor would be up my alley. I was dead wrong. As I was reading this, I kept telling friends that The Daily Show isn't doing justice to his humor. This book was laugh out loud funny while never minimizing the bizarre and disturbing circumstances of growing up illegal in apartheid South Africa. 
 The book is an incredible tribute to his mother, who is portrayed as bossy, fearless and whip-smart. She's honestly inspiring in how little she cares for the social structures of apartheid that try and hold her back. The two of them are a united front against the ups and downs of life, which Noah writes about eloquently and hilariously. 
 Noah does an especially good job of introducing the structures of apartheid, the geography of his youth and the ups and downs of being someone who never fit in anywhere. Despite the serious nature of the topics, Noah is a world class comedian and makes even the darkest of stories hilarious. I definitely recommend picking this up and reading it, no matter who you are. 
 I received a copy of this from the publisher through NetGalley in exchange for my honest review.","Thu Dec 15 10:46:55 -0800 2016","Wed Mar 15 15:14:56 -0700 2017","Wed Mar 15 15:14:56 -0700 2017","Thu Dec 15 10:46:55 -0800 2016",0,0,""
"265331","79a62a7cf08f446796695d4209eea69c",29780253,"7ade0bd7860b07e52878f8358123eb6f",4,"Great insider perspective on growing up Colored in South Africa during Apartheid. It's sincere, funny, and also really sad at times.","Wed Aug 16 10:00:11 -0700 2017","Fri Sep 22 20:34:27 -0700 2017","Tue Aug 01 00:00:00 -0700 2017","Thu Jul 06 00:00:00 -0700 2017",1,0,"False"
"268377","9ed86ecbf6d0073ccfa0aee0e3f82360",29780253,"5ffe9cd628363d1c09f67472cabd7bd4",4,"Trevor Noah has had an extraordinary life. The fact that his very existence was against the law in apartheid South Africa shows the strength and resilience of his character that he has made it as far as he has in comedy. But more than anything, this book is a testament to the love of a mother and son. You learn very quickly in this book that Noah learned his resilience from his mother and while they didn't always see eye to eye, he clearly got his spunkiness from her.","Fri Jan 06 18:18:24 -0800 2017","Tue Apr 18 07:10:58 -0700 2017","Wed Apr 12 00:00:00 -0700 2017","Wed Apr 12 00:00:00 -0700 2017",0,0,""
"271153","19cd1fa6dbaf91ccf0f314ee006e86e6",29780253,"26034cc760c214614e402ff47a3cc0f8",5,"I'm a long-time fan but I wasn't sure I wanted to read about history; regardless he writes well and it's a great book! 
 I hope he writes more about his career!","Sun Dec 04 16:59:45 -0800 2016","Wed Jan 18 10:39:48 -0800 2017","Fri Jan 13 00:00:00 -0800 2017","Wed Dec 28 00:00:00 -0800 2016",0,0,""
"280288","4c09cb49f2896c229a33805c0318d4e8",29780253,"dfa21a6405d57fdeacb874cc73d0f922",5,"What a book. At times laugh out loud funny (like, literally) and other times heartbreaking, Noah writes in the same simple, direct way that he speaks. This may not answer the questions that you may have had about his life, but it explains much of what you need to know about him. 
 Also, his mother is a kickass woman. 
 This is another book that I'm glad to have read during Lent. Highly, highly recommended to any of my friends who see this review.","Sun Mar 12 16:20:05 -0700 2017","Fri Mar 17 16:37:53 -0700 2017","Fri Mar 17 16:37:53 -0700 2017","Sun Mar 12 00:00:00 -0800 2017",0,0,""
"282852","9041bdd923e2f0344c215acb0a5cd3f1",29780253,"49036d8e508a03fe63d958a89181b3c2",3,"http://cdnbookworm.blogspot.ca/2017/0...","Sun Mar 19 17:15:20 -0700 2017","Sun Mar 19 17:16:03 -0700 2017","Sat Mar 18 00:00:00 -0700 2017","",0,0,""
"283270","92e9e324301bf970ee7b1197f466a64f",29780253,"215b1d11f95e9de63810be9e03eabd1c",4,"I really had no idea that Trevor had spent so much time under apartheid, I ignorantly would have thought he was too young for that without thinking about the timeline. His book is a tribute to his mother and begins and ends with his life as her son. I would have loved some more about how he went from traveling stand up to the Daily show. I saw Trevor at a Boston show and he was razor sharp, speaking about race and oppression, witty and thought provoking.","Sun Feb 12 06:36:57 -0800 2017","Sun Feb 12 07:10:07 -0800 2017","","",0,0,""
"284559","ab183458ca01e2e2e407951f75102afd",29780253,"144a6c5257d65ac3f7098150b265ecd0",5,"Wow! This is an awesome book, which explains so much of how Trevor runs the Daily Show now. He is a testament to the ability of people to rise up out of oppression, racism, and segregation to become a positive role model. The book does not get to the point of his coming to the US or performing on the Daily Show.","Tue Dec 27 14:49:31 -0800 2016","Sat Jan 14 06:01:08 -0800 2017","Sat Jan 14 06:01:08 -0800 2017","Thu Jan 05 00:00:00 -0800 2017",0,0,""
"285976","9880459ed89a90e5a5162895f1597c37",29780253,"a725169e6678f5255dd14220798618b8",4,"This will go into the annals of best audiobooks for sure! I didn't have much of an opinion on Trevor Noah one way or another before reading this, but his stories are amazing, by turns hilarious and heartbreaking, all told with a deep sense of empathy.","Thu Jun 29 13:13:49 -0700 2017","Wed Jul 05 13:33:07 -0700 2017","Wed Jul 05 13:33:07 -0700 2017","Thu Jun 29 13:13:50 -0700 2017",0,0,""
"287269","7805b8d4ad9cfc552c2454f9d8a4c1b5",29780253,"af97409eff2c6f715d32c05de1396131",4,"An absolute eye-opening read. Trevor's perspective of his life during and after the apartheid was both frightening and saddening at times to see him as a child and adolescent struggling to find his place in the world. His mother, while at times her choices baffled me, you could easily see that everything she did was in the best interest of her children. Her love and devotion to provide them with a better life is all we all want for our children. It made me laugh, tear up and question my own views. I highly recommend everyone reading Born A Crime.","Mon Jul 18 05:38:08 -0700 2016","Mon Dec 05 07:54:43 -0800 2016","Sun Dec 04 00:00:00 -0800 2016","Thu Dec 01 00:00:00 -0800 2016",2,0,""
"292438","eb086b747c62522dd467a0a639636e6e",29780253,"84a36eff0f3d1cd80c24ddf20a2ce81c",5,"This is probably one of the best books I've read. Typically, I wouldn't read books about one's life, but it is such a powerful story. Didn't know much about Trevor Noah before, but now I want to know everything. The story came full circle.","Mon Oct 24 07:16:03 -0700 2016","Tue Apr 25 16:47:40 -0700 2017","Sat Oct 29 12:57:07 -0700 2016","Mon Oct 24 00:00:00 -0700 2016",1,0,""
"292624","88f952f1fdb0222e1eb6ac4c1e1c5b20",29780253,"117bdf5454c1de1c3161926b7a7aa7fb",5,"I discovered Trevor Noah on Youtube a few months ago while I was preparing for an American politics exam. With his videos, I understood the process of Trump's election and all the insight he had, communicated in his comedic style. 
 With this book, I highly recommend the audio version read by Trevor himself; he quoted his childhood incidents with such a fervor which made me laugh out loud on more than a few occasions. His impersonations are spot-on, which the reader might miss out on if they read the book/e-book. 
 All in all, growing up in the backdrop of the apartheid, it is a story of a motivated young man who beat the odds and succeeded, maintaining his intelligence and brilliant sense of humor all along.","Mon May 08 06:51:46 -0700 2017","Fri May 12 06:28:34 -0700 2017","Fri May 12 08:17:03 -0700 2017","Mon May 08 00:00:00 -0700 2017",1,0,""
"295964","9776b12c65b67668c131c128873387f9",29780253,"ebdaaaabc4a8fdf5aa2c0147cd7697a9",5,"This is one of the first ""Celebrity memoirs"" I have read, but it is so much more than that. I listened to the audiobook on a recommendation and his narration truly brings the book to life. His stories are enlightening and informative about a time in South Africa's history that we don't seem to learn much about in the United States. The end is gripping and unbelievable (in a good, mind-blowing way). The only slight downside is that I wanted more, I would be interested to learn how he got to be a comedian and eventually the Daily Show. This was an eye-opening experience and everyone should listen to this audiobook.","Tue Jan 24 12:05:23 -0800 2017","Fri Feb 03 10:09:41 -0800 2017","","",0,0,""
"298813","5e6ecf6b6c1eec1f871d5312dd7f6574",29780253,"8bfc8579a2ca41f08dc19e4fda5a2a53",5,"Trevor Noah has led a very interesting life. I wanted many more details of what happen to him but can understand why he shared what he did.","Thu Dec 22 07:47:22 -0800 2016","Mon Jan 09 09:41:44 -0800 2017","Mon Jan 09 09:41:44 -0800 2017","",0,0,""
"301141","fb52985eca9d6c484a838ebef14edf25",29780253,"bc4578e579897e60211e44ea3a8601d9",5,"This book was surprisingly good. Better than good. I didn't know much about Trevor Noah before picking this up, other than the fact that he now hosts The Daily Show. I've never seen him interviewed, I've never seen him on his program, I've never seen his stand-up routine. But I was totally engrossed and emotionally engaged in his story, which he tells with frank honesty combined with humour that isn't flippant. His experiences as a mixed race boy growing up in apartheid and post-apartheid South Africa are unique perhaps to him, but shine an important light on things we white people here in the West glibly assume are not our problems. He has thoughtful reflections on issues of race, language and poverty that do translate to societies outside of South Africa. But the book is not an anti-racism lecture, it is a deeply personal tale-telling of love, loss, family and community. I highly recommend this.","Wed Dec 21 09:00:24 -0800 2016","Mon Dec 26 11:44:52 -0800 2016","Mon Dec 26 11:44:52 -0800 2016","Wed Dec 21 00:00:00 -0800 2016",0,0,""
"302211","29a3e48360e5313ac57e02b86b812ad8",29780253,"0c02c17db7bfb28326bcea72dff94295",3,"I enjoyed the book! I understand the audio is great because Trevor Noah is the reader! I usually never do audio but would like to listen to him reading.","Thu Mar 02 10:04:10 -0800 2017","Mon Apr 03 05:09:25 -0700 2017","Sat Apr 01 00:00:00 -0700 2017","Sat Mar 25 00:00:00 -0700 2017",0,0,""
"306032","4addba86859f633b09e230dbcf88bc73",29780253,"349da57faf677b28aeeee52c8228872c",5,"Heartfelt from start to finish. 
 Listening to Trevor narrate his story is an experience. 
 The book is focused exclusively on his childhood and early adulthood, with little talk on his road to comedic fame. 
 There are reflections about how languages overcome colour, blending in to feel less of an outsider, why it is so difficult to escape the hood, the futility of dwelling over sadness, and even love and relationships through an experience he had with his dog Fifi 
 What this man and his mother have gone through is nothing short of remarkable. 
 The Christian faith his mother has is unshakeable. 
 The last chapter is especially moving, and heartbreaking. 
 Don't read the book, listen to Trevor narrate it.","Sat Dec 03 02:59:18 -0800 2016","Sat Dec 03 03:06:43 -0800 2016","Sat Dec 03 03:06:43 -0800 2016","Tue Nov 29 00:00:00 -0800 2016",2,0,""
"308911","c15ae4d5c92a6f77ad929feed60a0959",29780253,"a90ee6172311c60d59e0d2e50d22eefb",4,"Amazing on so many levels. Read it.","Tue Jan 24 00:09:41 -0800 2017","Tue Jan 24 00:12:48 -0800 2017","Tue Jan 24 00:12:48 -0800 2017","Sun Jan 15 00:00:00 -0800 2017",0,0,""
"309742","734589cc1465fbd2481385df85913277",29780253,"88a036f6e80488f8380f14eaf86ae528",5,"I loved every second of this book. Gave some interesting perspectives on racism. Highly recommend.","Wed Aug 09 17:18:44 -0700 2017","Wed Sep 06 13:32:45 -0700 2017","Wed Sep 06 13:32:45 -0700 2017","Sun Sep 03 00:00:00 -0700 2017",0,0,""
"311138","b4472287e296e73fb9fd6d33efe5b812",29780253,"3f803464d2e797529e2cc2e1e5778916",4,"This book explained so much to me about what it was like to live in South Africa during and immediately in the aftermath of apartheid. It should be required reading. Specifically, the relationship between the city, the townships, and the homelands was something I had never understood before. Although parts of the book were funny, other passages were extremely gut wrenching. Trevor Noah is a comedian, but his memoir is not comedy. The way the book is organized is also interesting. It's not chronological; I read it from cover to cover, but one could easily dip into it and read almost any chapter.","Mon Jan 23 09:32:26 -0800 2017","Sun Feb 05 07:25:25 -0800 2017","Sun Feb 05 07:25:25 -0800 2017","Mon Jan 30 00:00:00 -0800 2017",1,0,""
"312075","df815992538a352374e0ae62b7cde981",29780253,"5c6d24225540218b99ebf65dd5d6a2e2",3,"Wonderful stories about Trevor Noah's life in South Africa which provide insight into that culture, but a bit chaotic and uneven.","Tue Oct 03 08:18:17 -0700 2017","Tue Oct 03 08:19:46 -0700 2017","Tue Oct 03 08:19:46 -0700 2017","Fri Sep 15 00:00:00 -0700 2017",0,0,""
"315637","9625593472325148f20ae00779a983fd",29780253,"bdc3a647c9843e69d11c7548cb400cdd",4,"If you know very little about Apartheid, South Africa, growing up where others see you as ""colored"" and neither black or white or you don't know how funny and heartbreaking Noah is or how much a mother can love a son..... read this book!","Tue Jul 25 04:56:42 -0700 2017","Sun Aug 13 10:28:14 -0700 2017","Sun Aug 13 10:28:14 -0700 2017","Tue Jul 25 04:56:43 -0700 2017",0,0,""
"316025","a5172ab662dbe0311950b59b14eaf5f0",29780253,"059513a81a904acc6f980c6ff7edafe1",5,"Really a great read. Noah provides a lot of background information of South African History which provides context for his story. I highly recommend this book.","Sat Jan 07 21:25:56 -0800 2017","Thu Feb 16 12:54:44 -0800 2017","Thu Feb 16 12:54:45 -0800 2017","",0,0,""
"317940","dc4fe3a261474700e0fe0562713c9a41",29780253,"889497ab16304ae4f236255dd65f71cf",5,"I really love this book because the author has led such an eventful life and describes it with great humor. He has a fun style although, at times, the book is sad. He grew up in South Africa in poverty and colorfully describes that experience. I felt touched and inspired by his story and must also add that it's a real page turner. Highly recommended.","Fri Sep 15 18:26:35 -0700 2017","Fri Sep 15 18:32:35 -0700 2017","Fri Sep 15 00:00:00 -0700 2017","Fri Sep 15 00:00:00 -0700 2017",0,0,""
"318412","648bb696dbb503351a677431eda5d762",29780253,"12679f5f0d7740335f672c6ba980fd26",5,"A compelling read--I enjoyed this memoir and a look at growing up during Apartheid from the perspective of someone that could not fit in to either white or black culture. Though the chronology of the book was extremely mixed up and confusing, the Noah's insights, stories and perspective were extremely valuable to me as an American who only had a superficial understanding of South Africa's recent history. 
 The editing of this book is the only negative. Trevor's story is cobbled together in a disordered jumble that jumps all over the place in the book's timelines. In spite of the chaos of the book's organization--it was well worth reading. Noah's memoir was in turns heartbreaking, hilarious, hopeful, and frustrating. The lessons learned are insightful and thought provoking.","Mon Feb 13 19:59:41 -0800 2017","Sun Feb 26 09:51:26 -0800 2017","","Mon Feb 13 19:59:42 -0800 2017",1,0,""
"318431","de007aa61cfccda6e561046615937f80",29780253,"67b09c5b2ba9cafa84cbeb7a3c8a8640",5,"One of the best books I've ever read. So enlightening, educational, and entertaining.","Tue Jan 17 01:35:45 -0800 2017","Sun Jun 11 22:21:27 -0700 2017","Sun Jun 11 00:00:00 -0700 2017","Sat Jun 03 00:00:00 -0700 2017",0,0,""
"318928","d29637f1fb4a8e7d0b3304ef3e6fc6c0",29780253,"50851120c23b6e364ca02f29a52d6b65",5,"Fantastic! Refreshing, honest and accessible. Couldn't put it down.","Fri Mar 17 07:31:01 -0700 2017","Tue May 30 08:04:16 -0700 2017","Thu Mar 30 00:00:00 -0700 2017","Fri Mar 17 00:00:00 -0700 2017",0,0,""
"322760","b27a7428b2c9e8697ae12065acf197d6",29780253,"fb465d8a5a5456ea635cccea71e4398a",5,"I'm one of Trevor's biggest South African fans, for sure. I love his comedy, particularly his home-grown variety. So it was interesting to read about his childhood growing up my home town, Johannesburg. He gave me a glimpse into a life very different to my own. As the child of a black mother and white father, Trevor was literally 'born a crime' in the Apartheid era, and even after the laws had changed, still struggled to fit in to a society delineated along racial lines. He describes himself as a chameleon, taking on the characteristics of each group he was with at the time in order to fit in. It helps me understand his remarkable gift for getting voices and mannerisms so spot on in his comedy. The book is not as funny as I would have expected, but a rather serious look into a life growing up in a divided society. Ultimately, it's also a tribute to his remarkable mother.","Mon Dec 26 00:28:10 -0800 2016","Mon Dec 26 00:44:24 -0800 2016","Thu Dec 15 00:00:00 -0800 2016","",1,0,""
"323128","a3995171483c50f1fa25b38fa7d66936",29780253,"afdd4468b914e5e60052d49027de313f",5,"Liked the book. Not sure if I like him.","Thu Feb 16 05:39:56 -0800 2017","Sat Aug 26 19:22:23 -0700 2017","Sat Aug 26 00:00:00 -0700 2017","Wed Aug 23 00:00:00 -0700 2017",0,0,""
"327012","3ed5c43f1c04a0251216ee4c6ebc24d7",29780253,"4d15100df36255c866f4cf61f4fa880f",0,"Very good book with lots of life lessons packed into the humor. This book is also awesome in audio form because it is read by Trevor himself. He brings a levity and authenticity to the read that only he could","Wed Jan 25 12:36:00 -0800 2017","Tue Feb 07 09:08:35 -0800 2017","Tue Feb 07 09:08:35 -0800 2017","Wed Jan 25 00:00:00 -0800 2017",0,0,""
"330079","d6b0599e91563ec800a614f89845a115",29780253,"b6f37320c72689b605e17c1254ee87ae",5,"If you think Trevor is awesome, meet his Mom.","Sat Dec 31 10:41:04 -0800 2016","Tue Jan 10 12:18:54 -0800 2017","Tue Jan 10 12:18:54 -0800 2017","Sat Dec 31 00:00:00 -0800 2016",0,0,""
"331642","f399c7b3b0e05a8d9f5707bb709f67a1",29780253,"3aba847bf21d6f4f48b8d4b30a48d62d",5,"Both hilarious and heartbreaking. I highly recommend listening to the audiobook, as Trevor Noah narrates, using various accents, speaking in various languages.","Tue Jan 03 18:54:45 -0800 2017","Mon Jan 16 05:45:22 -0800 2017","Fri Jan 13 00:00:00 -0800 2017","Tue Jan 03 00:00:00 -0800 2017",0,0,""
"332135","9b7641f9aa178789af050be27b0bdaab",29780253,"3c2eb01d6ac348d5e48c9bdb0e97fbfb",4,"I'm really glad I listened to this book via audiobook. It just made the whole experience better (the voices, the accents, the narration itself and the poignancy of the last chapter).","Thu Jan 05 17:20:55 -0800 2017","Thu May 25 18:14:05 -0700 2017","Thu May 25 18:10:25 -0700 2017","Tue May 16 18:50:26 -0700 2017",0,0,""
"332438","4435f908a6cab7517ce472be6dd714ff",29780253,"aced54dd7b2d1e771206045de45a02ad",4,"Yet another amazing African memoir. I wasn't terribly familiar with Trevor Noah before listening to this, but I was curious about the ""South African childhood"" bit of the tagline. Spoiler: Apartheid is/was insane. 
 Noah is an amazing storyteller, and the audio narration is outstanding. He speaks multiple languages, and the accents add to the experience. 
 Only complaint: a smidge of repetition between stories/essays and, at the same time, he failed to tie together stories.","Tue Jan 03 06:39:24 -0800 2017","Thu Feb 23 06:26:52 -0800 2017","Thu Feb 23 06:26:53 -0800 2017","Wed Feb 15 20:52:50 -0800 2017",1,0,""
